CustomerName                                                                                         Sales_2013M1                            Sales_2013M2                            Sales_2013M3                            Sales_2013M4                            Sales_2013M5                            Sales_2013M6                            Sales_2013M7                            Sales_2013M8                            Sales_2013M9                            Sales_2013M10                           Sales_2013M11                           Sales_2013M12
Kumar Naicker                                                                                        5435.20                                 2695.40                                 2913.00                                 6283.00                                 4089.60                                 8024.00                                 4246.15                                 24659.20                                0.00                                    0.00                                    143.00                                  3903.25
Kwanjai Saowaluk                                                                                     8095.20                                 13634.00                                13094.60                                7158.50                                 4747.50                                 2229.00                                 3686.00                                 15522.00                                4298.80                                 6083.00                                 2414.00                                 1931.00
Lakshmi Benipal                                                                                      1742.80                                 0.00                                    15071.00                                15306.00                                19612.70                                8183.20                                 199.00                                  554.00                                  1343.00                                 4588.00                                 0.00                                    7487.50
Lana Goransson                                                                                       4343.65                                 7778.80                                 6454.00                                 4675.50                                 3168.00                                 2947.35                                 7053.00                                 9689.00                                 3559.00                                 5859.00                                 10128.80                                2784.00
Laszlo Gardenier                                                                                     2308.50                                 970.00                                  2566.05                                 0.00                                    10751.00                                25671.80                                12673.00                                845.00                                  10994.00                                10959.80                                1292.40                                 1101.20
Laura Sykorova                                                                                       0.00                                    4535.40                                 2106.80                                 15710.00                                6593.00                                 2276.00                                 2822.60                                 2928.00                                 16088.00                                4138.00                                 8724.30                                 1417.20
Leila Carvalho                                                                                       4149.00                                 1166.00                                 9599.00                                 9234.00                                 9646.00                                 3108.40                                 430.00                                  19841.95                                6164.25                                 15892.40                                8195.60                                 2808.80
Leonardo Folliero                                                                                    8002.20                                 1831.60                                 1568.00                                 18946.60                                2728.00                                 0.00                                    6136.80                                 11971.80                                1047.50                                 0.00                                    6368.70                                 5698.20
Leyla Asef zade                                                                                      6411.00                                 6028.00                                 3992.00                                 4503.00                                 3372.95                                 687.00                                  14162.25                                3107.00                                 8833.00                                 1018.40                                 3294.80                                 6580.00
Leyla Siavashi                                                                                       11953.50                                5265.80                                 3445.00                                 5424.00                                 0.00                                    12586.00                                0.00                                    3235.00                                 17253.75                                3186.80                                 7025.80                                 9368.20
Libuse Kuchtova                                                                                      526.00                                  1755.80                                 6552.00                                 5188.00                                 0.00                                    2328.75                                 13935.80                                9477.40                                 2931.00                                 4124.00                                 0.00                                    6080.20
Libuse Valentova                                                                                     3898.00                                 3783.75                                 10425.00                                8258.55                                 9167.00                                 3091.15                                 4325.00                                 1114.00                                 4902.00                                 16134.90                                5918.50                                 8468.00
Liia Orav                                                                                            2671.00                                 2970.00                                 2850.85                                 5750.20                                 3687.50                                 8955.00                                 0.00                                    2878.00                                 8755.00                                 1471.50                                 321.00                                  2032.95
Liidia Lepp                                                                                          16018.00                                6731.50                                 5202.00                                 0.00                                    2649.90                                 18535.20                                0.00                                    6512.00                                 11133.35                                3780.60                                 6857.00                                 10443.10
Lilli Sokk                                                                                           6338.50                                 2677.00                                 8755.00                                 23819.00                                14825.40                                4336.65                                 5939.00                                 0.00                                    8721.00                                 5423.00                                 2430.60                                 688.00
Linh Dao                                                                                             9496.00                                 3193.00                                 7219.60                                 14946.80                                5321.00                                 5439.50                                 4590.50                                 4634.00                                 4152.00                                 10091.30                                215.05                                  3545.00
Lorin Astrom                                                                                         278.00                                  7333.00                                 11612.60                                5601.00                                 1225.50                                 14774.00                                5001.30                                 33659.10                                0.00                                    4249.00                                 6387.60                                 2453.00
Ludmila Smidova                                                                                      17057.85                                424.00                                  3937.00                                 0.00                                    19432.30                                607.60                                  27865.00                                5638.00                                 2088.00                                 6377.00                                 3830.00                                 4776.90
Luis Saucedo                                                                                         0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00
Madhu Dwivedi                                                                                        9778.15                                 3436.00                                 7931.20                                 0.00                                    3010.00                                 6059.00                                 11354.55                                8575.15                                 4224.40                                 2990.00                                 1512.00                                 4447.20
Magdalena Michnova                                                                                   0.00                                    0.00                                    1466.40                                 12871.70                                15628.00                                1916.00                                 1973.00                                 1001.00                                 6805.95                                 7118.05                                 8450.15                                 4260.00
Mahavir Sonkar                                                                                       5937.50                                 623.40                                  7356.20                                 0.00                                    5087.20                                 17796.80                                7370.05                                 4459.00                                 10512.00                                14113.60                                245.75                                  924.00
Mahmut ozbek                                                                                         3388.20                                 0.00                                    23866.00                                6201.40                                 24154.50                                12443.40                                6680.50                                 3095.25                                 2549.50                                 689.00                                  3885.20                                 2500.00
Maksims Krastins                                                                                     7509.00                                 5792.00                                 5479.20                                 5697.80                                 14251.00                                21440.50                                6278.00                                 27154.50                                2990.70                                 818.65                                  0.00                                    4207.75
Malorie Bousquet                                                                                     10869.10                                1012.00                                 90.00                                   1819.00                                 11513.55                                8205.00                                 3201.40                                 2384.00                                 7151.20                                 1738.60                                 2388.80                                 10700.80
Manca Hrastovsek                                                                                     52.00                                   6493.00                                 2378.00                                 1410.00                                 495.00                                  10352.15                                0.00                                    2232.00                                 1121.80                                 9861.40                                 25.00                                   10734.20
Manjunatha Karnik                                                                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00
Marcela Lucescu                                                                                      5429.00                                 0.00                                    7802.00                                 1520.00                                 0.00                                    3975.00                                 12724.00                                0.00                                    4074.80                                 4346.60                                 4300.00                                 4356.00
Marie LeBatelier                                                                                     3905.00                                 11869.10                                8718.50                                 3604.60                                 12378.50                                12830.60                                3727.00                                 3921.80                                 0.00                                    1080.00                                 10959.00                                4168.25
Marija Justina Pasek                                                                                 1712.80                                 8136.10                                 2468.00                                 12416.00                                1874.00                                 9579.20                                 2414.00                                 26751.50                                1063.90                                 1960.00                                 4518.00                                 433.00
Maryann Huddleston                                                                                   0.00                                    13233.80                                3145.80                                 6727.00                                 7451.80                                 1034.00                                 3432.00                                 1772.25                                 7936.50                                 8134.60                                 1079.00                                 10834.10
Matteo Cattaneo                                                                                      0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00
Matyas Sedlar                                                                                        0.00                                    2257.00                                 20591.40                                967.00                                  14767.00                                2189.00                                 768.00                                  11098.00                                6416.60                                 4367.00                                 17967.10                                1274.00
Mauno Laurila                                                                                        9200.80                                 4016.00                                 801.70                                  1728.00                                 13375.00                                6894.80                                 32579.70                                27021.95                                5548.45                                 0.00                                    2441.00                                 6220.00
Meera Patel                                                                                          3229.00                                 2240.50                                 8156.00                                 13718.00                                0.00                                    6026.60                                 5153.75                                 6643.00                                 8267.70                                 2386.75                                 2173.50                                 9362.00
Melani Ravlen                                                                                        12871.00                                0.00                                    19054.00                                2579.60                                 1864.00                                 4183.35                                 0.00                                    2778.60                                 3482.80                                 2948.90                                 501.00                                  4112.00
Mikhail Degtyarev                                                                                    4365.00                                 973.00                                  7571.00                                 7270.40                                 15323.00                                4099.00                                 512.20                                  412.00                                  253.80                                  9391.00                                 11240.00                                7126.40
Milinka Zujovic                                                                                      6816.00                                 0.00                                    14410.00                                6057.00                                 1296.00                                 2345.20                                 4286.20                                 4042.00                                 3849.00                                 18699.00                                11338.60                                4321.00
Miriam House                                                                                         706.00                                  5067.60                                 5710.50                                 9621.00                                 553.20                                  0.00                                    2903.00                                 5287.75                                 1428.00                                 2280.20                                 0.00                                    12532.00
Nada Ana Slosar                                                                                      7354.60                                 1314.75                                 3128.00                                 10624.55                                6568.80                                 3269.20                                 3258.00                                 1652.00                                 4037.40                                 4104.00                                 7993.80                                 3759.40
Nada Jovanovic                                                                                       4671.50                                 5729.00                                 0.00                                    4895.00                                 3953.00                                 3158.50                                 5361.00                                 7405.20                                 5658.00                                 6117.00                                 7748.15                                 6137.00
Nadir Seddigh                                                                                        0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    7991.00                                 11314.50
Narendra Tickoo                                                                                      0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    8968.00                                 1258.40                                 0.00                                    16298.00                                0.00                                    974.00
Nasrin Omidzadeh                                                                                     5459.40                                 0.00                                    3459.60                                 6524.00                                 4158.00                                 5330.20                                 13541.90                                4842.00                                 4670.40                                 1360.00                                 2195.00                                 19558.00
Neil Farrelly                                                                                        2366.00                                 0.00                                    27306.60                                890.00                                  10472.00                                8445.50                                 4088.00                                 3448.60                                 0.00                                    4814.00                                 3128.00                                 14242.60
Nguyen Banh                                                                                          0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00
Nhung Thach                                                                                          0.00                                    1465.50                                 9904.00                                 1705.80                                 0.00                                    1126.00                                 2231.00                                 1603.50                                 394.75                                  10218.00                                1464.80                                 8652.20
Nicolo Cattaneo                                                                                      9681.00                                 0.00                                    7396.00                                 0.00                                    15947.40                                0.00                                    13599.00                                0.00                                    18809.80                                2495.40                                 3743.60                                 0.00
Nils Kaulins                                                                                         0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    432.00                                  22635.00                                9668.35                                 12593.60
Olafs Rozitis                                                                                        481.00                                  12964.80                                4133.00                                 399.25                                  5279.00                                 0.00                                    3735.00                                 1355.05                                 2228.00                                 10334.70                                896.00                                  675.00
Olya Izmaylov                                                                                        9132.20                                 1296.00                                 3601.00                                 3106.00                                 9855.20                                 4410.25                                 12234.00                                1089.00                                 8535.25                                 1080.00                                 6998.00                                 3669.80
Om Yadav                                                                                             17745.40                                0.00                                    10176.40                                2348.20                                 3310.60                                 651.65                                  12101.80                                5800.50                                 696.00                                  720.00                                  2653.00                                 1817.20
Pari Hosseini                                                                                        0.00                                    0.00                                    4380.00                                 373.00                                  8218.00                                 4314.00                                 22384.00                                342.00                                  1014.20                                 897.80                                  0.00                                    3290.00
Pavel Bogdanov                                                                                       18658.40                                1391.00                                 11455.00                                14735.05                                12631.00                                3139.00                                 2479.00                                 1691.00                                 3819.10                                 5431.00                                 9838.00                                 3229.20
Philip Walker                                                                                        6205.40                                 3882.20                                 31283.00                                2735.60                                 3769.80                                 3634.00                                 9446.00                                 4691.00                                 1058.00                                 2282.00                                 5740.40                                 13695.90
Phoung Cu                                                                                            2504.00                                 2160.00                                 1584.00                                 1288.20                                 2921.00                                 13846.00                                9954.90                                 0.00                                    0.00                                    13058.75                                392.50                                  760.50
Pinja Jantunen                                                                                       20513.00                                2002.30                                 3697.40                                 909.50                                  2443.25                                 16033.00                                7171.00                                 10493.00                                9430.00                                 3999.00                                 4606.00                                 7904.40
Prabodh Nair                                                                                         10498.45                                2983.00                                 3272.50                                 0.00                                    11388.00                                20008.80                                19312.15                                0.00                                    15138.00                                0.00                                    6210.55                                 2552.80
Radha Barua                                                                                          5133.00                                 0.00                                    3119.00                                 0.00                                    11168.35                                9824.00                                 12704.90                                0.00                                    0.00                                    6669.80                                 5328.50                                 3292.40
Raghu Sandhu                                                                                         2332.20                                 6482.00                                 13928.35                                5219.00                                 0.00                                    3177.00                                 4422.40                                 1170.40                                 7554.00                                 3577.80                                 1348.00                                 0.00
Raj Verma                                                                                            0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00
Rajeev Sandhu                                                                                        0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    7005.50                                 7355.25                                 2415.00                                 5556.50                                 1011.00                                 7701.50
Rani Ganguly                                                                                         0.00                                    0.00                                    9545.20                                 23943.80                                0.00                                    3342.15                                 940.45                                  2670.00                                 25899.20                                9325.20                                 18925.75                                2178.00
Ratan Poddar                                                                                         17635.40                                1920.00                                 7626.80                                 8365.00                                 628.80                                  19093.20                                18224.25                                0.00                                    13324.50                                4623.60                                 13073.30                                10199.00
Richard Friar                                                                                        21826.00                                3170.00                                 2381.75                                 8844.00                                 2944.00                                 2542.40                                 302.00                                  1093.00                                 1398.00                                 6781.00                                 4328.00                                 1534.20
Richard Zahradnicek                                                                                  10126.35                                6975.70                                 0.00                                    4230.00                                 1160.00                                 4715.00                                 6540.20                                 660.00                                  5616.60                                 5138.00                                 0.00                                    964.00
Risto Valbe                                                                                          7119.10                                 5610.00                                 16100.00                                449.00                                  7671.20                                 5296.00                                 2601.50                                 5960.40                                 2160.00                                 5707.50                                 22041.50                                0.00
Rodrigo Figueiredo                                                                                   253.00                                  6588.40                                 221.00                                  13060.25                                1530.00                                 3305.50                                 11019.00                                10469.10                                5550.35                                 367.50                                  3222.00                                 21433.00
Roko Ilic                                                                                            683.80                                  695.60                                  1582.70                                 1480.50                                 17088.00                                3457.35                                 5611.20                                 12829.00                                2941.00                                 2040.40                                 7750.80                                 730.80
Sabine Alksne                                                                                        1786.00                                 1472.60                                 2410.25                                 7745.00                                 7533.85                                 6144.00                                 1349.00                                 881.20                                  7889.00                                 11532.60                                1093.00                                 3982.00
Sabine Zalite                                                                                        420.00                                  4664.00                                 9534.20                                 24279.95                                807.60                                  13504.00                                11190.80                                2326.00                                 94.50                                   0.00                                    0.00                                    11874.90
Santiago Vera                                                                                        4335.90                                 11341.40                                929.00                                  0.00                                    7209.00                                 3641.00                                 13013.00                                10455.80                                12974.65                                4298.55                                 3152.40                                 361.00
Sara Huiting                                                                                         6770.00                                 0.00                                    6016.60                                 3498.10                                 15045.00                                11785.00                                37062.60                                9677.00                                 4164.00                                 6738.50                                 648.00                                  13262.00
Sara Walkky                                                                                          4957.00                                 0.00                                    6623.00                                 16410.80                                14118.05                                6111.10                                 13940.40                                6906.00                                 0.00                                    0.00                                    2556.00                                 0.00
Satish Mittal                                                                                        10347.10                                0.00                                    5227.80                                 573.75                                  4702.00                                 14637.45                                493.00                                  9079.00                                 4804.50                                 5341.80                                 2329.00                                 5321.60
Seo-yun Paik                                                                                         28603.80                                4796.00                                 11606.80                                3128.00                                 3914.00                                 1728.00                                 15335.75                                20544.20                                6856.50                                 10803.00                                1014.00                                 9923.00
Sercan Celik                                                                                         26702.60                                552.80                                  13495.75                                1228.40                                 610.00                                  4296.00                                 1191.20                                 0.00                                    6625.00                                 4128.00                                 8369.00                                 0.00
Serdar ozCelik                                                                                       0.00                                    0.00                                    0.00                                    0.00                                    17427.00                                698.00                                  17055.25                                0.00                                    9978.75                                 1746.00                                 16016.00                                1797.00
Serdar ozden                                                                                         0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00                                    0.00
Shah Alizadeh                                                                                        726.00                                  7167.40                                 1873.40                                 3816.00                                 4078.40                                 18067.40                                2585.00                                 3594.00                                 4064.00                                 3032.00                                 568.50                                  8855.00
Shantanu Huq                                                                                         9306.80                                 9833.10                                 6312.00                                 0.00                                    5434.80                                 2297.00                                 8458.00                                 11171.50                                15262.70                                300.00                                  1125.00                                 2976.00
Shi Tu                                                                                               2576.00                                 6251.30                                 1489.80                                 3273.50                                 16693.50                                0.00                                    10616.00                                8397.20                                 12627.50                                6517.50                                 12460.10                                4508.40
Shyam Poddar                                                                                         2004.00                                 4368.80                                 2552.00                                 19454.60                                3751.00                                 15705.20                                3776.80                                 332.75                                  0.00                                    1614.00                                 8525.00                                 5970.00
